id_lead,cargo,setor,tamanho_empresa,fonte_do_lead,tags,produto_de_interesse,valor_investimento,etapa_do_funil,tempo_na_etapa,convertido
1249,Analista,Manufatura,Pequena,Orgânico,Hot,Plano Básico,500,Fechamento,32,0
1250,CEO,Tecnologia,Grande,Evento,SQL,Consultoria,1450,Contato,27,1
1251,Gerente,Saúde,Pequena,Indicação,Sem tag,Plano Premium,10000,Contato,16,1
1252,Analista,Saúde,Pequena,Indicação,Cold,Plano Pro,2500,Fechamento,22,0
1253,Gerente,Manufatura,Grande,Anúncio,Sem tag,Plano Básico,500,Contato,4,1
1254,Analista,Tecnologia,Média,Orgânico,SQL,Plano Pro,2500,Negociação,24,1
1255,Analista,Tecnologia,Pequena,Evento,Cold,Plano Pro,2500,Fechamento,6,0
1256,Gerente,Manufatura,Média,Orgânico,SQL,Consultoria,1489,Fechamento,18,0
1257,Diretor,Finanças,Média,Orgânico,Cold,Plano Premium,10000,Qualificação,21,0
1258,Gerente,Educação,Pequena,Orgânico,Hot,Plano Premium,10000,Qualificação,19,1
1259,Analista,Finanças,Média,Orgânico,Sem tag,Consultoria,31350,Contato,38,1
1260,Analista,Educação,Média,Indicação,Sem tag,Plano Pro,2500,Fechamento,20,0
1261,Gerente,Tecnologia,Pequena,Orgânico,Hot,Plano Premium,10000,Fechamento,37,1
1262,Diretor,Educação,Pequena,Orgânico,Sem tag,Plano Básico,500,Proposta,8,0
1263,CEO,Varejo,Pequena,Anúncio,MQL,Plano Pro,2500,Negociação,17,0
1264,Gerente,Finanças,Pequena,Anúncio,SQL,Plano Básico,500,Negociação,40,0
1265,Analista,Tecnologia,Média,Indicação,SQL,Plano Premium,10000,Contato,18,0
1266,Diretor,Varejo,Pequena,Orgânico,Sem tag,Consultoria,6423,Qualificação,10,0
1267,Analista,Varejo,Média,Orgânico,Cold,Consultoria,1831,Proposta,7,0
1268,Analista,Saúde,Média,Anúncio,MQL,Plano Básico,500,Contato,1,0
1269,Analista,Manufatura,Grande,Orgânico,Hot,Plano Premium,10000,Contato,20,0
1270,Analista,Tecnologia,Grande,Anúncio,Cold,Plano Pro,2500,Fechamento,19,0
1271,Gerente,Educação,Grande,Anúncio,SQL,Consultoria,2482,Negociação,57,0
1272,Analista,Finanças,Pequena,Indicação,Sem tag,Consultoria,10956,Proposta,15,0
1273,Diretor,Saúde,Pequena,Orgânico,Cold,Plano Básico,500,Fechamento,16,1
1274,Diretor,Saúde,Média,Orgânico,Cold,Plano Premium,10000,Proposta,30,1
1275,Gerente,Saúde,Média,Anúncio,Sem tag,Plano Básico,500,Qualificação,5,0
1276,Gerente,Saúde,Média,Anúncio,MQL,Plano Premium,10000,Negociação,18,0
1277,Analista,Saúde,Grande,Orgânico,MQL,Plano Básico,500,Negociação,24,1
1278,Gerente,Manufatura,Pequena,Indicação,MQL,Plano Pro,2500,Fechamento,17,1
1279,Gerente,Manufatura,Grande,Evento,Hot,Consultoria,492278,Proposta,35,1
1280,Gerente,Manufatura,Média,Orgânico,SQL,Plano Básico,500,Fechamento,6,1
1281,Analista,Educação,Média,Anúncio,SQL,Consultoria,36424,Proposta,16,0
1282,Analista,Saúde,Média,Indicação,Cold,Plano Básico,500,Qualificação,13,0
1283,Analista,Varejo,Média,Orgânico,SQL,Plano Pro,2500,Negociação,53,1
1284,Diretor,Manufatura,Pequena,Indicação,MQL,Plano Pro,2500,Contato,18,0
1285,Diretor,Varejo,Grande,Anúncio,Hot,Consultoria,87572,Contato,5,1
1286,Gerente,Tecnologia,Média,Orgânico,SQL,Plano Pro,2500,Proposta,34,0
1287,CEO,Tecnologia,Pequena,Orgânico,Cold,Plano Premium,10000,Negociação,48,1
1288,Gerente,Finanças,Pequena,Evento,Hot,Plano Pro,2500,Contato,37,1
1289,CEO,Manufatura,Grande,Anúncio,SQL,Plano Pro,2500,Negociação,23,1
1290,Analista,Tecnologia,Média,Orgânico,MQL,Plano Pro,2500,Proposta,9,0
1291,Analista,Varejo,Média,Indicação,MQL,Plano Premium,10000,Contato,30,0
1292,Analista,Saúde,Pequena,Orgânico,Sem tag,Plano Premium,10000,Qualificação,37,0
1293,Analista,Saúde,Pequena,Orgânico,Hot,Plano Pro,2500,Proposta,27,0
1294,Gerente,Educação,Média,Orgânico,Sem tag,Plano Básico,500,Proposta,8,0
1295,Gerente,Educação,Média,Indicação,Cold,Plano Pro,2500,Contato,6,0
1296,Diretor,Finanças,Média,Orgânico,SQL,Plano Básico,500,Fechamento,14,0
1297,CEO,Saúde,Média,Orgânico,SQL,Plano Básico,500,Qualificação,16,1
1298,Gerente,Finanças,Média,Indicação,Sem tag,Plano Premium,10000,Negociação,39,1
1299,Gerente,Finanças,Média,Indicação,Sem tag,Plano Pro,2500,Fechamento,11,1
1300,Diretor,Tecnologia,Média,Orgânico,Hot,Plano Pro,2500,Fechamento,16,1
1301,CEO,Saúde,Pequena,Orgânico,Cold,Plano Básico,500,Fechamento,11,1
1302,Gerente,Tecnologia,Grande,Anúncio,SQL,Plano Premium,10000,Negociação,20,1
1303,Analista,Saúde,Pequena,Orgânico,Sem tag,Plano Básico,500,Qualificação,10,0
1304,CEO,Educação,Grande,Anúncio,SQL,Plano Pro,2500,Qualificação,10,1
1305,Analista,Educação,Média,Indicação,Hot,Plano Pro,2500,Fechamento,8,1
1306,Analista,Tecnologia,Grande,Orgânico,Cold,Plano Básico,500,Contato,11,1
1307,Analista,Finanças,Pequena,Indicação,MQL,Plano Pro,2500,Contato,10,0
1308,Analista,Tecnologia,Grande,Indicação,Hot,Plano Pro,2500,Negociação,28,1
1309,Analista,Varejo,Pequena,Anúncio,Cold,Plano Básico,500,Contato,31,0
1310,Analista,Tecnologia,Média,Indicação,Cold,Plano Pro,2500,Negociação,48,0
1311,Analista,Tecnologia,Média,Anúncio,Sem tag,Consultoria,4721,Proposta,29,0
1312,Gerente,Manufatura,Pequena,Orgânico,SQL,Consultoria,16598,Fechamento,24,1
1313,Analista,Saúde,Grande,Evento,Hot,Plano Pro,2500,Proposta,27,0
1314,Gerente,Educação,Pequena,Orgânico,Hot,Plano Premium,10000,Fechamento,37,1
1315,Diretor,Educação,Média,Anúncio,SQL,Plano Premium,10000,Fechamento,11,1
1316,CEO,Manufatura,Grande,Orgânico,MQL,Plano Premium,10000,Contato,11,1
1317,Gerente,Saúde,Grande,Orgânico,SQL,Consultoria,32012,Negociação,40,1
1318,Analista,Finanças,Pequena,Indicação,Cold,Consultoria,35895,Fechamento,10,1
1319,Diretor,Finanças,Média,Anúncio,Hot,Consultoria,517,Qualificação,12,1
1320,Gerente,Varejo,Média,Orgânico,SQL,Consultoria,42029,Fechamento,30,0
1321,CEO,Varejo,Média,Orgânico,Hot,Plano Pro,2500,Negociação,27,1
1322,Analista,Saúde,Média,Evento,Hot,Plano Premium,10000,Negociação,31,1
1323,Analista,Saúde,Média,Indicação,Sem tag,Plano Premium,10000,Negociação,53,1
1324,Diretor,Varejo,Média,Evento,SQL,Plano Pro,2500,Qualificação,35,1
1325,Analista,Tecnologia,Grande,Anúncio,Sem tag,Plano Pro,2500,Contato,34,0
1326,CEO,Educação,Grande,Anúncio,Hot,Plano Premium,10000,Fechamento,29,1
1327,Diretor,Educação,Pequena,Evento,SQL,Plano Pro,2500,Negociação,59,1
1328,Analista,Tecnologia,Pequena,Orgânico,MQL,Plano Básico,500,Qualificação,8,0
1329,Analista,Saúde,Média,Orgânico,Hot,Plano Pro,2500,Contato,20,0
1330,Gerente,Tecnologia,Pequena,Anúncio,MQL,Consultoria,2692,Contato,16,0
1331,Gerente,Saúde,Pequena,Orgânico,Cold,Consultoria,500000,Fechamento,22,1
1332,Analista,Tecnologia,Grande,Anúncio,MQL,Plano Básico,500,Fechamento,21,0
1333,Analista,Finanças,Média,Orgânico,Cold,Consultoria,10060,Fechamento,38,0
1334,Gerente,Tecnologia,Média,Orgânico,Sem tag,Consultoria,320623,Negociação,40,1
1335,Diretor,Tecnologia,Pequena,Orgânico,Sem tag,Plano Pro,2500,Proposta,34,0
1336,Analista,Saúde,Pequena,Orgânico,SQL,Plano Premium,10000,Proposta,20,0
1337,Analista,Educação,Média,Indicação,SQL,Plano Pro,2500,Proposta,3,0
1338,Gerente,Manufatura,Grande,Evento,SQL,Plano Premium,10000,Qualificação,35,1
1339,Diretor,Educação,Média,Orgânico,MQL,Plano Premium,10000,Proposta,35,0
1340,CEO,Finanças,Média,Orgânico,Cold,Plano Premium,10000,Negociação,36,0
1341,CEO,Tecnologia,Grande,Orgânico,MQL,Plano Premium,10000,Qualificação,24,1
1342,Diretor,Saúde,Média,Evento,Cold,Consultoria,26363,Qualificação,2,0
1343,Gerente,Manufatura,Média,Anúncio,Sem tag,Plano Pro,2500,Qualificação,12,0
1344,Diretor,Educação,Pequena,Orgânico,Hot,Plano Pro,2500,Negociação,43,0
1345,Analista,Educação,Média,Indicação,SQL,Plano Pro,2500,Fechamento,7,0
1346,Gerente,Tecnologia,Média,Orgânico,SQL,Plano Básico,500,Contato,17,0
1347,Analista,Educação,Pequena,Evento,SQL,Plano Básico,500,Fechamento,18,1
1348,Gerente,Varejo,Grande,Indicação,Sem tag,Plano Pro,2500,Fechamento,37,0
1349,Analista,Saúde,Média,Anúncio,MQL,Plano Pro,2500,Fechamento,3,0
1350,Diretor,Manufatura,Pequena,Anúncio,Cold,Plano Básico,500,Negociação,45,1
1351,Diretor,Saúde,Pequena,Evento,Cold,Plano Básico,500,Proposta,9,0
1352,Diretor,Educação,Grande,Indicação,Sem tag,Plano Premium,10000,Negociação,36,1
1353,Gerente,Educação,Pequena,Anúncio,MQL,Plano Pro,2500,Contato,24,0
1354,Gerente,Finanças,Média,Indicação,MQL,Plano Pro,2500,Negociação,35,0
1355,Gerente,Varejo,Média,Orgânico,SQL,Plano Pro,2500,Negociação,51,0
1356,Analista,Varejo,Pequena,Anúncio,MQL,Consultoria,315208,Proposta,14,0
1357,Gerente,Tecnologia,Pequena,Indicação,MQL,Consultoria,4604,Fechamento,29,0
1358,Gerente,Varejo,Média,Orgânico,Hot,Plano Premium,10000,Proposta,30,0
1359,Analista,Varejo,Pequena,Orgânico,Hot,Plano Pro,2500,Qualificação,1,0
1360,Analista,Educação,Pequena,Anúncio,Sem tag,Plano Premium,10000,Fechamento,30,0
1361,Diretor,Tecnologia,Média,Evento,Hot,Consultoria,121393,Proposta,8,1
1362,Analista,Educação,Grande,Orgânico,Hot,Plano Básico,500,Qualificação,4,1
1363,Gerente,Tecnologia,Média,Orgânico,Hot,Consultoria,8025,Proposta,22,0
1364,Diretor,Saúde,Média,Anúncio,MQL,Plano Básico,500,Negociação,32,1
1365,Diretor,Saúde,Pequena,Anúncio,Sem tag,Plano Premium,10000,Negociação,43,1
1366,Analista,Saúde,Grande,Orgânico,SQL,Plano Premium,10000,Contato,2,1
1367,Analista,Educação,Média,Evento,Cold,Plano Básico,500,Contato,19,0
1368,CEO,Manufatura,Pequena,Evento,Cold,Plano Premium,10000,Contato,21,0
1369,Gerente,Saúde,Pequena,Orgânico,Cold,Consultoria,175206,Fechamento,39,0
1370,Gerente,Educação,Pequena,Orgânico,Cold,Plano Básico,500,Proposta,17,0
1371,Gerente,Finanças,Média,Orgânico,SQL,Consultoria,1766,Fechamento,10,1
1372,Diretor,Saúde,Média,Orgânico,MQL,Plano Premium,10000,Qualificação,32,0
1373,Analista,Varejo,Pequena,Evento,SQL,Plano Básico,500,Qualificação,7,1
1374,Analista,Saúde,Média,Indicação,SQL,Consultoria,14715,Qualificação,21,1
1375,Analista,Varejo,Pequena,Anúncio,Sem tag,Plano Básico,500,Proposta,36,0
1376,CEO,Varejo,Média,Anúncio,SQL,Plano Básico,500,Qualificação,34,0
1377,Analista,Saúde,Média,Indicação,Hot,Plano Pro,2500,Fechamento,10,1
1378,Analista,Finanças,Pequena,Orgânico,Sem tag,Plano Básico,500,Fechamento,22,1
1379,Analista,Finanças,Média,Orgânico,Cold,Plano Premium,10000,Fechamento,19,1
1380,CEO,Tecnologia,Pequena,Anúncio,Cold,Plano Premium,10000,Contato,24,1
1381,Analista,Finanças,Grande,Indicação,MQL,Plano Básico,500,Proposta,1,1
1382,Gerente,Saúde,Média,Evento,Sem tag,Consultoria,142975,Contato,13,0
1383,CEO,Manufatura,Média,Anúncio,SQL,Consultoria,3799,Negociação,48,1
1384,Analista,Educação,Pequena,Evento,Cold,Consultoria,1996,Contato,36,0
1385,CEO,Saúde,Pequena,Indicação,MQL,Plano Básico,500,Proposta,38,1
1386,CEO,Manufatura,Média,Evento,MQL,Plano Premium,10000,Fechamento,15,0
1387,Analista,Manufatura,Pequena,Orgânico,Cold,Plano Premium,10000,Contato,34,0
1388,Gerente,Tecnologia,Pequena,Orgânico,Cold,Plano Básico,500,Qualificação,30,0
1389,Analista,Varejo,Grande,Anúncio,MQL,Plano Pro,2500,Fechamento,4,1
1390,Diretor,Finanças,Pequena,Anúncio,Hot,Plano Pro,2500,Fechamento,9,0
1391,Analista,Saúde,Média,Anúncio,Cold,Plano Básico,500,Contato,33,0
1392,Gerente,Finanças,Média,Evento,Sem tag,Plano Básico,500,Proposta,31,0
1393,Gerente,Saúde,Pequena,Anúncio,Hot,Plano Pro,2500,Fechamento,27,0
1394,Analista,Varejo,Grande,Indicação,SQL,Plano Premium,10000,Contato,26,1
1395,Analista,Educação,Média,Orgânico,MQL,Consultoria,7691,Negociação,39,0
1396,Analista,Finanças,Pequena,Orgânico,MQL,Plano Pro,2500,Proposta,23,0
1397,Analista,Varejo,Pequena,Evento,Hot,Plano Básico,500,Proposta,1,1
1398,Analista,Saúde,Pequena,Anúncio,SQL,Plano Premium,10000,Contato,25,0
1399,Analista,Saúde,Pequena,Anúncio,Hot,Plano Básico,500,Qualificação,35,0
1400,Analista,Saúde,Grande,Anúncio,Sem tag,Plano Pro,2500,Fechamento,20,1
1401,Gerente,Varejo,Média,Anúncio,SQL,Plano Premium,10000,Contato,38,1
1402,Analista,Varejo,Pequena,Indicação,Hot,Plano Premium,10000,Qualificação,26,1
1403,Analista,Varejo,Grande,Orgânico,MQL,Plano Pro,2500,Negociação,58,0
1404,CEO,Tecnologia,Pequena,Evento,MQL,Plano Pro,2500,Fechamento,10,0
1405,Analista,Varejo,Grande,Orgânico,SQL,Plano Premium,10000,Fechamento,12,1
1406,Gerente,Educação,Pequena,Orgânico,SQL,Consultoria,3031,Contato,28,1
1407,CEO,Tecnologia,Pequena,Orgânico,Sem tag,Plano Premium,10000,Fechamento,1,1
1408,Diretor,Saúde,Pequena,Orgânico,SQL,Consultoria,6911,Contato,34,0
1409,Analista,Saúde,Média,Orgânico,SQL,Plano Premium,10000,Proposta,39,0
1410,Gerente,Educação,Média,Orgânico,SQL,Plano Pro,2500,Contato,27,0
1411,Diretor,Tecnologia,Grande,Orgânico,MQL,Plano Pro,2500,Contato,27,1
1412,Analista,Varejo,Grande,Indicação,Cold,Consultoria,2279,Contato,32,0
1413,Gerente,Manufatura,Média,Anúncio,Hot,Plano Básico,500,Qualificação,7,1
1414,CEO,Tecnologia,Pequena,Indicação,Sem tag,Plano Pro,2500,Qualificação,21,1
1415,Analista,Varejo,Pequena,Indicação,Sem tag,Plano Básico,500,Negociação,31,1
1416,CEO,Varejo,Grande,Orgânico,SQL,Consultoria,77539,Contato,30,1
1417,CEO,Saúde,Média,Orgânico,SQL,Plano Premium,10000,Qualificação,2,0
1418,Gerente,Tecnologia,Média,Orgânico,SQL,Plano Pro,2500,Qualificação,37,0
1419,Analista,Saúde,Média,Evento,Cold,Plano Básico,500,Fechamento,14,1
1420,Diretor,Tecnologia,Pequena,Orgânico,Hot,Plano Básico,500,Proposta,36,1
1421,Analista,Manufatura,Média,Orgânico,Sem tag,Plano Básico,500,Negociação,24,0
1422,Gerente,Tecnologia,Média,Orgânico,Sem tag,Consultoria,18681,Contato,33,0
1423,Analista,Finanças,Média,Evento,Hot,Consultoria,5049,Qualificação,12,1
1424,Analista,Educação,Pequena,Indicação,Cold,Plano Premium,10000,Negociação,45,1
1425,Gerente,Manufatura,Pequena,Anúncio,MQL,Plano Premium,10000,Contato,7,0
1426,CEO,Varejo,Média,Anúncio,SQL,Plano Pro,2500,Proposta,6,1
1427,Analista,Varejo,Média,Evento,MQL,Plano Pro,2500,Proposta,26,0
1428,Diretor,Saúde,Pequena,Anúncio,Cold,Plano Básico,500,Fechamento,1,1
1429,Analista,Educação,Pequena,Orgânico,MQL,Plano Pro,2500,Negociação,57,0
1430,Gerente,Educação,Pequena,Orgânico,Hot,Plano Pro,2500,Qualificação,34,1
1431,Analista,Manufatura,Pequena,Indicação,Sem tag,Consultoria,121616,Proposta,36,1
1432,Analista,Saúde,Pequena,Indicação,MQL,Plano Premium,10000,Fechamento,5,1
1433,Diretor,Finanças,Grande,Indicação,Hot,Plano Premium,10000,Negociação,29,1
1434,Analista,Educação,Pequena,Anúncio,Hot,Plano Pro,2500,Fechamento,28,1
1435,Gerente,Manufatura,Média,Evento,Cold,Plano Básico,500,Proposta,36,0
1436,Gerente,Varejo,Grande,Indicação,SQL,Plano Básico,500,Fechamento,28,1
1437,Gerente,Manufatura,Média,Anúncio,SQL,Plano Básico,500,Fechamento,8,1
1438,CEO,Educação,Grande,Orgânico,Sem tag,Consultoria,27355,Negociação,25,1
1439,Gerente,Saúde,Média,Evento,Sem tag,Plano Pro,2500,Contato,17,0
1440,Analista,Manufatura,Grande,Anúncio,Cold,Plano Premium,10000,Fechamento,9,0
1441,Analista,Varejo,Grande,Orgânico,SQL,Plano Básico,500,Proposta,27,0
1442,Diretor,Educação,Pequena,Indicação,SQL,Plano Premium,10000,Qualificação,2,1
1443,Gerente,Manufatura,Pequena,Orgânico,Cold,Plano Premium,10000,Contato,7,0
1444,Analista,Finanças,Média,Orgânico,Hot,Plano Pro,2500,Negociação,36,1
1445,Analista,Varejo,Pequena,Indicação,Hot,Plano Pro,2500,Fechamento,11,1
1446,Analista,Manufatura,Média,Anúncio,Sem tag,Plano Básico,500,Proposta,32,0
1447,CEO,Finanças,Média,Orgânico,Cold,Plano Premium,10000,Proposta,7,1
1448,Analista,Manufatura,Média,Anúncio,Hot,Plano Básico,500,Negociação,32,1
1449,Analista,Manufatura,Pequena,Orgânico,Sem tag,Plano Básico,500,Qualificação,23,0
1450,Gerente,Tecnologia,Pequena,Evento,Cold,Plano Pro,2500,Negociação,41,0
1451,CEO,Educação,Média,Orgânico,Hot,Plano Premium,10000,Proposta,12,0
1452,Analista,Tecnologia,Média,Indicação,SQL,Consultoria,4362,Negociação,51,1
1453,Gerente,Saúde,Média,Orgânico,Cold,Plano Premium,10000,Negociação,50,0
1454,Gerente,Finanças,Pequena,Indicação,Sem tag,Plano Premium,10000,Proposta,28,1
1455,Analista,Manufatura,Pequena,Anúncio,Hot,Consultoria,4946,Fechamento,11,1
1456,Analista,Saúde,Média,Anúncio,MQL,Consultoria,3488,Negociação,30,1
1457,CEO,Varejo,Grande,Anúncio,Cold,Plano Premium,10000,Fechamento,30,1
1458,CEO,Finanças,Pequena,Indicação,MQL,Plano Básico,500,Negociação,50,1
1459,CEO,Finanças,Pequena,Indicação,Sem tag,Plano Básico,500,Proposta,27,0
1460,Gerente,Saúde,Média,Anúncio,Cold,Plano Premium,10000,Fechamento,3,1
1461,Diretor,Varejo,Grande,Indicação,MQL,Plano Básico,500,Contato,31,1
1462,Diretor,Varejo,Pequena,Evento,Hot,Plano Básico,500,Qualificação,22,1
1463,Gerente,Tecnologia,Média,Evento,Cold,Plano Básico,500,Fechamento,8,0
1464,Gerente,Saúde,Média,Orgânico,Hot,Consultoria,8326,Negociação,21,0
1465,Analista,Tecnologia,Pequena,Indicação,SQL,Consultoria,1827,Proposta,23,0
1466,CEO,Educação,Grande,Evento,Sem tag,Plano Premium,10000,Fechamento,17,1
1467,Diretor,Tecnologia,Média,Indicação,Hot,Plano Premium,10000,Fechamento,39,1
1468,CEO,Finanças,Média,Orgânico,Cold,Consultoria,6664,Contato,20,0
1469,Diretor,Saúde,Pequena,Orgânico,Cold,Consultoria,35005,Proposta,17,0
1470,Diretor,Saúde,Grande,Orgânico,Sem tag,Consultoria,68276,Contato,33,1
1471,Gerente,Varejo,Média,Orgânico,Sem tag,Consultoria,46004,Contato,6,1
1472,Gerente,Manufatura,Pequena,Anúncio,Sem tag,Consultoria,5817,Contato,1,0
1473,Gerente,Finanças,Pequena,Orgânico,MQL,Plano Básico,500,Contato,31,0
1474,Gerente,Varejo,Média,Orgânico,MQL,Plano Pro,2500,Fechamento,28,0
1475,Analista,Tecnologia,Pequena,Indicação,Cold,Consultoria,26359,Contato,2,0
1476,Gerente,Educação,Pequena,Orgânico,Hot,Plano Básico,500,Qualificação,34,0
1477,CEO,Tecnologia,Média,Orgânico,SQL,Plano Pro,2500,Proposta,38,1
1478,Analista,Varejo,Média,Evento,SQL,Plano Pro,2500,Negociação,30,0
1479,Analista,Finanças,Média,Orgânico,MQL,Consultoria,17738,Negociação,49,1
1480,CEO,Manufatura,Pequena,Indicação,Cold,Plano Básico,500,Negociação,41,1
1481,Gerente,Manufatura,Pequena,Anúncio,SQL,Plano Pro,2500,Proposta,5,0
1482,Gerente,Manufatura,Pequena,Indicação,MQL,Plano Premium,10000,Contato,8,0
1483,Gerente,Tecnologia,Pequena,Orgânico,Hot,Plano Pro,2500,Qualificação,31,0
1484,Analista,Tecnologia,Média,Orgânico,Cold,Plano Básico,500,Fechamento,26,0
1485,Analista,Educação,Grande,Anúncio,SQL,Plano Básico,500,Qualificação,8,0
1486,Analista,Manufatura,Pequena,Indicação,MQL,Plano Pro,2500,Negociação,27,0
1487,CEO,Educação,Média,Evento,SQL,Plano Pro,2500,Negociação,25,1
1488,Analista,Varejo,Média,Orgânico,Sem tag,Consultoria,17624,Negociação,46,0
1489,Diretor,Manufatura,Média,Orgânico,SQL,Plano Premium,10000,Proposta,10,0
1490,Analista,Tecnologia,Grande,Indicação,SQL,Plano Premium,10000,Contato,18,1
1491,Diretor,Tecnologia,Pequena,Orgânico,Hot,Plano Pro,2500,Qualificação,8,1
1492,Gerente,Educação,Pequena,Anúncio,Hot,Plano Básico,500,Negociação,46,0
1493,Gerente,Tecnologia,Pequena,Orgânico,Cold,Consultoria,79504,Qualificação,23,0
1494,Analista,Tecnologia,Média,Indicação,Hot,Plano Pro,2500,Negociação,47,1
1495,CEO,Finanças,Média,Orgânico,SQL,Plano Básico,500,Qualificação,2,1
1496,Gerente,Varejo,Grande,Indicação,Cold,Plano Pro,2500,Qualificação,27,0
1497,CEO,Saúde,Pequena,Evento,Sem tag,Plano Básico,500,Fechamento,26,0
1498,Gerente,Saúde,Pequena,Evento,Sem tag,Plano Premium,10000,Proposta,33,0
1499,Gerente,Educação,Grande,Anúncio,MQL,Plano Pro,2500,Fechamento,8,1
1500,Analista,Finanças,Média,Orgânico,MQL,Consultoria,32795,Qualificação,37,0
1501,CEO,Varejo,Grande,Orgânico,Cold,Consultoria,1098,Proposta,15,0
1502,Analista,Saúde,Grande,Orgânico,MQL,Plano Premium,10000,Qualificação,29,0
1503,Gerente,Educação,Pequena,Anúncio,Sem tag,Plano Básico,500,Negociação,22,0
1504,Gerente,Finanças,Média,Indicação,Cold,Plano Básico,500,Negociação,57,0
1505,Analista,Manufatura,Pequena,Orgânico,Sem tag,Plano Pro,2500,Fechamento,9,1
1506,Diretor,Educação,Pequena,Evento,MQL,Consultoria,47669,Qualificação,36,0
1507,Analista,Tecnologia,Média,Orgânico,Cold,Plano Básico,500,Proposta,7,0
1508,Analista,Educação,Média,Orgânico,Hot,Consultoria,22482,Negociação,42,0
1509,CEO,Tecnologia,Média,Evento,Cold,Consultoria,104952,Qualificação,31,1
1510,Gerente,Manufatura,Média,Anúncio,Sem tag,Plano Básico,500,Fechamento,39,0
1511,Analista,Tecnologia,Média,Evento,Cold,Consultoria,2394,Qualificação,14,0
1512,Analista,Educação,Pequena,Indicação,SQL,Plano Básico,500,Proposta,8,0
1513,Gerente,Educação,Pequena,Anúncio,Sem tag,Consultoria,1101,Proposta,23,0
1514,Gerente,Manufatura,Grande,Evento,Cold,Plano Básico,500,Proposta,18,0
1515,Analista,Varejo,Pequena,Orgânico,SQL,Plano Pro,2500,Contato,33,1
1516,Gerente,Educação,Pequena,Orgânico,MQL,Plano Pro,2500,Negociação,39,0
1517,Analista,Educação,Média,Indicação,SQL,Plano Básico,500,Fechamento,11,0
1518,Gerente,Tecnologia,Média,Orgânico,Sem tag,Plano Pro,2500,Proposta,14,0
1519,Gerente,Varejo,Média,Orgânico,Sem tag,Consultoria,2670,Proposta,37,0
1520,Analista,Finanças,Pequena,Orgânico,Sem tag,Plano Premium,10000,Proposta,32,0
1521,Diretor,Tecnologia,Média,Evento,Hot,Plano Premium,10000,Negociação,56,1
1522,Analista,Tecnologia,Pequena,Indicação,Sem tag,Plano Premium,10000,Negociação,56,1
1523,Analista,Tecnologia,Pequena,Anúncio,MQL,Plano Premium,10000,Qualificação,23,0
1524,Diretor,Tecnologia,Média,Orgânico,MQL,Consultoria,35820,Proposta,29,1
1525,Diretor,Varejo,Média,Orgânico,Sem tag,Plano Premium,10000,Qualificação,9,1
1526,Analista,Saúde,Média,Orgânico,MQL,Plano Premium,10000,Proposta,25,0
1527,Gerente,Educação,Média,Indicação,Sem tag,Consultoria,44296,Qualificação,17,0
1528,Diretor,Tecnologia,Média,Orgânico,Hot,Consultoria,143412,Contato,6,1
1529,Analista,Educação,Pequena,Anúncio,SQL,Plano Premium,10000,Qualificação,16,0
1530,Analista,Educação,Média,Evento,Cold,Plano Premium,10000,Negociação,38,0
1531,Analista,Varejo,Pequena,Orgânico,Cold,Plano Pro,2500,Negociação,53,0
1532,Gerente,Varejo,Grande,Orgânico,SQL,Plano Básico,500,Proposta,39,0
1533,Gerente,Educação,Média,Orgânico,Cold,Consultoria,7332,Proposta,30,0
1534,Diretor,Educação,Grande,Indicação,Cold,Plano Pro,2500,Contato,35,1
1535,Gerente,Educação,Média,Orgânico,SQL,Plano Premium,10000,Negociação,57,0
1536,CEO,Educação,Pequena,Indicação,Hot,Plano Premium,10000,Fechamento,2,1
1537,Analista,Tecnologia,Grande,Indicação,SQL,Consultoria,4933,Negociação,23,0
1538,Gerente,Varejo,Média,Anúncio,Sem tag,Plano Premium,10000,Proposta,17,1
1539,Analista,Varejo,Pequena,Indicação,Cold,Plano Pro,2500,Proposta,14,0
1540,Diretor,Educação,Pequena,Orgânico,Cold,Plano Básico,500,Negociação,38,0
1541,Analista,Saúde,Pequena,Indicação,Sem tag,Consultoria,30443,Negociação,52,1
1542,Gerente,Manufatura,Pequena,Orgânico,Hot,Plano Básico,500,Contato,4,1
1543,CEO,Tecnologia,Pequena,Indicação,Sem tag,Consultoria,17931,Negociação,48,1
1544,Diretor,Tecnologia,Média,Indicação,SQL,Consultoria,36154,Contato,3,1
1545,Gerente,Saúde,Média,Orgânico,MQL,Plano Premium,10000,Proposta,16,0
1546,Gerente,Varejo,Pequena,Indicação,Cold,Consultoria,2531,Qualificação,5,0
1547,Analista,Saúde,Pequena,Evento,MQL,Consultoria,9694,Fechamento,27,1
1548,Analista,Finanças,Grande,Orgânico,SQL,Plano Premium,10000,Proposta,17,1
1549,Gerente,Tecnologia,Média,Indicação,Hot,Plano Pro,2500,Proposta,18,1
1550,CEO,Tecnologia,Grande,Anúncio,Cold,Plano Básico,500,Proposta,14,1
1551,Analista,Varejo,Média,Orgânico,MQL,Plano Pro,2500,Negociação,34,1
1552,Analista,Varejo,Pequena,Indicação,Sem tag,Plano Básico,500,Contato,29,1
1553,Analista,Varejo,Pequena,Evento,MQL,Plano Pro,2500,Negociação,56,0
1554,Analista,Saúde,Média,Orgânico,Sem tag,Plano Básico,500,Negociação,56,1
